0,11.15197,5.61415,0.016,0.044,0.0,0.1,8.090833067893982
0,11.50865,5.96694,0.006,0.034,1.0,0.1,8.221741914749144
1,10.8522,5.28931,0.004,0.032,2.0,0.1,101.23838555812834
1,10.85515,5.29281,0.006,0.026,2.0,0.1,101.51441717147829
1,10.84587,5.28439,0.002,0.022,2.0,0.1,101.65503084659578
2,10.71609,5.26346,0.01,0.036000000000000004,2.0,0.1,191.23218846321103
2,10.71277,5.26092,0.002,0.038,2.0,0.1,191.5922878980637
3,10.64258,5.29809,0.006,0.032,2.0,0.1,299.5914455652237
3,10.64064,5.29721,0.0,0.024,2.0,0.1,300.58573758602137
3,10.64055,5.29712,0.014,0.04,2.0,0.1,300.5577746629715
4,10.47211,5.23384,0.004,0.032,2.0,0.1,503.5098272562027
4,10.49561,5.25765,0.008,0.032,2.0,0.1,504.1643011569977
4,10.47024,5.2325,0.01,0.042,2.0,0.1,504.6838879585266
5,10.32357,5.188280000000002,0.01,0.048,2.0,0.1,674.2152857780458
5,10.29426,5.15896,0.012,0.056,4.0,0.1,674.0472748279573
5,10.35092,5.21612,0.01,0.062,2.0,0.1,675.625080704689
6,10.11772,5.08392,0.012,0.07200000000000001,2.0,0.1,848.8813304901123
6,10.20173,5.16866,0.006,0.05,2.0,0.1,849.2940686941147
6,10.19036,5.1573,0.006,0.062,2.0,0.1,849.9661388397217
7,10.06553,5.13084,0.018000000000000002,0.078,2.0,0.1,1024.8182921409607
7,10.03646,5.10206,0.022,0.078,2.0,0.1,1024.7738826274872
7,10.03892,5.105,0.024,0.08199999999999999,2.0,0.1,1025.5216972827914
8,9.98335,5.14515,0.006,0.07,2.0,0.1,1246.38476729393
8,9.9377,5.09998,0.012,0.058,2.0,0.1,1246.8381332159042
8,9.95712,5.11988,0.026,0.08199999999999999,2.0,0.1,1247.2255342006686
9,9.7683,5.0246,0.01,0.096,2.0,0.1,1342.1583379507065
9,9.75155,5.00813,0.026,0.098,2.0,0.1,1342.8736416101456
9,9.80097,5.05874,0.016,0.07200000000000001,2.0,0.1,1344.4807554483416
10,9.63671,4.98548,0.028,0.11,2.0,0.1,1438.8079154491425
10,9.68204,5.03113,0.03,0.108,2.0,0.1,1439.2409802675245
